nr,Fibre Volume Fraction,Cut angle ,taverage,waverage,area,Lnominal,R-value1,Ffatigue,smax,f,E
1791,0.5804156683811588,0.812804190482281,1.268809090477935,0.5636547325796266,1.2785942507611694,-0.1499063377991721,-0.4022862772523271,0.056864862652145874,-0.09085311719714194,-0.6004851384029084,-1.5087187601721161
2599,0.2995091069728949,-0.6764276484550528,-0.8424699329548491,-0.29300632236393664,-0.8485040447752057,-0.1499063377991721,1.7371452881350489,-0.409080153763131,-2.0975268126637956,0.8110938518896087,1.1300314478215019
1798,0.5804156683811588,-0.4282223419654971,1.2181383939155486,0.04965809961348259,1.203614285776729,-0.1499063377991721,-0.4022862772523271,1.3296902733475366,0.7787701628074333,-0.9212985452875713,0.47524366832274834
1657,-0.13047505939326343,-0.6764276484550528,-0.8593601651423114,-1.192500430054685,-0.8898263365888528,-0.1499063377991721,-0.4022862772523271,1.3942113771155058,1.607265439763273,-0.5427387251636692,0.8155551401166586
1797,0.5804156683811588,-0.4282223419654971,1.2772542065716668,0.6493208380739814,1.2959229537797952,-0.1499063377991721,-0.4022862772523271,1.3586514506070229,0.7787701628074333,-0.9212985452875713,0.5162235837743705
2215,0.0654203057993411,-0.6764276484550528,-0.7242383076426134,1.2061505237872954,-0.6905462518746506,-0.1499063377991721,-0.6400008956287022,0.6496525035203621,0.67920311009833,-0.491408580062123,0.6021923194500576
2279,-0.13047505939326343,-0.6764276484550528,-0.8509150490485804,-1.3209995882962249,-0.8844944279677371,-0.1499063377991721,-0.6400008956287022,0.20240394331057623,0.22679507656224027,3.307022157452286,0.8097644998897985
659,0.05433188890164693,-0.6764276484550528,-0.7917992363924622,-1.6208309575264743,-0.831508586045399,-0.1499063377991721,-0.6400008956287022,0.7687965871828051,0.8609500763923255,1.3243953029050692,0.6307000867207516
903,-0.19577351445746521,-0.6764276484550528,-0.6989029593614198,-1.3638326410433945,-0.7362007194429545,-0.1499063377991721,-0.6400008956287022,0.3717718407014951,0.38860580456064153,0.8880890695419278,0.7291409705773667
909,-0.19577351445746521,-0.6764276484550528,-0.6904578432676888,-1.23533348280187,-0.7235374364678048,-0.1499063377991721,-0.6400008956287022,0.39010169972648634,0.4059548974285633,0.7469311705126758,0.6823704148988851
1650,-0.13047505939326343,-0.6764276484550528,-0.8171345846736559,-1.3209995882962249,-0.8545024419739607,-0.1499063377991721,-0.4022862772523271,1.0466772500016719,1.1859792438718322,0.26571106018568164,0.803973859662939
1387,0.3906805347983834,1.557420109950948,1.184357929540624,0.2209903106021922,1.1819534070034459,-0.1499063377991721,1.7371452881350489,-0.8915220433009001,-0.7352045137127602,0.5929407352080377,-1.2699662092800534
1308,0.5890399926349205,1.557420109950948,1.437711412352558,-0.29300632236393664,1.4052270805126685,-0.1499063377991721,-0.6400008956287022,-0.10627088267027603,-0.20251887940624325,0.06680674791719056,-1.437449341995381
2247,0.0654203057993411,-0.6764276484550528,-0.8086894685799245,1.1204844182929405,-0.7811886984336187,-0.1499063377991721,-0.6400008956287022,1.2149453558510916,1.3365663262648895,-1.6206717722961363,0.765221113529339
1312,0.5890399926349205,1.557420109950948,1.437711412352558,0.1353242051078374,1.4262214707083118,-0.1499063377991721,-0.4022862772523271,-0.093806578533282,-0.19494767440467217,1.0035818960204064,-1.4579392997211924
3202,0.21449791075723557,-0.6764276484550528,-0.8255797007673867,0.7349869435683363,-0.8088479744056573,-0.1499063377991721,1.7371452881350489,-1.8483406844054422,-2.0976789976889534,0.8110938518896087,0.8271364205703783
1372,0.3906805347983834,1.557420109950948,1.268809090477935,-0.12167411137522703,1.2506017305003114,-0.1499063377991721,1.7371452881350489,-1.1166127121277925,-0.8811119065822334,-0.1320975643513005,-1.3456899660928345
1299,0.5890399926349205,1.557420109950948,1.429266296258827,0.006825046866297577,1.413558187733162,-0.1499063377991721,1.7371452881350489,-0.948344606278373,-0.7532003929376,-0.3117530722067116,-1.4543758288123556
1929,-6.391734467624826,-0.6764276484550528,1.4630467606337516,-0.16450716412241204,1.437551776528183,-0.1499063377991721,1.7371452881350489,-2.882511330595447,-2.0097921456606658,-1.4538488007161119,1.0231273205563995
683,-0.15018780054472097,-0.6764276484550528,-0.7073480754551511,-1.192500430054685,-0.7365339637317745,-0.1499063377991721,-0.6400008956287022,0.3607739252865004,0.3765070950606435,1.3243953029050692,0.6801432455808616
653,0.17630447477628802,-0.6764276484550528,-0.7073480754551511,-0.33583937511112166,-0.7112073977814743,-0.1499063377991721,-0.6400008956287022,0.6650495851013548,0.7035907603797726,1.3243953029050692,0.577693456951805
662,0.05433188890164693,-0.6764276484550528,-0.7917992363924622,-1.6208309575264743,-0.831508586045399,-0.1499063377991721,-0.6400008956287022,0.5986954954308865,0.6678653257241182,1.3243953029050692,0.754530700802829
1104,0.5890399926349205,1.557420109950948,1.4546016445400207,0.2209903106021922,1.4472158609039558,-0.1499063377991721,1.7371452881350489,-1.0957166728393024,-0.8461473970523646,0.0411416753664175,-1.5203000406258356
1392,0.3906805347983834,1.557420109950948,1.2096932778218177,-0.07884105862805724,1.18928478135748,-0.1499063377991721,1.7371452881350489,-1.0139655015878415,-0.8182594911923063,-0.1320975643513005,-1.319854802003768
