Temperature,Fiber orientation,Fiber volume ,Youngs Modulus,Thickness,Width,Length,Max Stress,R,log(Nf)
1.378681025,0.881653434,0.91276007,-27.80118015,0.345773907,-0.069099213,-0.282228627,0.91276007,-0.272674082,3.873087986
1.243782631,0.881653434,0.595118639,-27.80118015,0.361274507,-0.06816284,-0.282228627,0.595118639,-0.272674082,4.740954506
0.6502297,0.881653434,0.546604842,-27.80118015,0.469778704,-0.092508559,-0.306842061,0.546604842,-0.272674082,5.030344656
0.549055904,0.881653434,0.917186511,-27.80118015,0.334148458,-0.090635811,-0.306842061,0.917186511,-0.272674082,3.46329561
0.717678896,0.881653434,0.585159146,-27.80118015,0.380650257,-0.101872297,-0.306842061,0.585159146,-0.272674082,4.801636918
0.144360724,-1.025213905,1.181489324,-27.80118015,-0.809020765,-0.085017568,-0.306842061,1.181489324,-0.272674082,4.358924215
0.064575973,-1.025213905,0.874781203,-27.80118015,-0.723767467,-0.085017568,-0.306842061,0.874781203,-0.272674082,4.855900586
0.064575973,-1.025213905,0.819317893,-27.80118015,-0.739268067,-0.082208447,-0.306842061,0.819317893,-0.272674082,5.108842288
0.064575973,-1.025213905,0.811394563,-27.80118015,-0.731517767,-0.081272073,-0.306842061,0.811394563,-0.272674082,5.010041169
-0.057986867,-1.025213905,0.66412686,-27.80118015,-0.747018367,-0.081272073,-0.306842061,0.66412686,-0.272674082,5.745646185
0.064575973,-1.025213905,0.558202118,-27.80118015,-0.727642617,-0.085017568,-0.306842061,0.558202118,-0.272674082,6.004461959
0.064575973,-1.025213905,0.667092575,-27.80118015,-0.747018367,-0.086890316,-0.306842061,0.667092575,-0.272674082,5.202787915
0.064575973,1.644388505,-0.278891057,-27.80118015,-0.630763869,-0.099063175,0.210040052,-0.278891057,-0.272674082,3.826074803
0.064575973,1.644388505,-0.278877777,-27.80118015,-0.623013569,-0.11498153,0.210040052,-0.278877777,-0.272674082,3.779380011
0.064575973,1.644388505,-0.278877777,-27.80118015,-0.630763869,-0.109363287,0.210040052,-0.278877777,-0.272674082,3.817433144
0.064575973,1.644388505,-0.335934606,-27.80118015,-0.630763869,-0.105617792,0.210040052,-0.335934606,-0.272674082,4.823761056
0.064575973,1.644388505,-0.335921327,-27.80118015,-0.650139619,-0.100935923,0.210040052,-0.335921327,-0.272674082,4.861122024
0.064575973,1.644388505,-0.335939033,-27.80118015,-0.626888719,-0.099999549,0.210040052,-0.335939033,-0.272674082,4.672116338
0.064575973,1.644388505,-0.397386891,-27.80118015,-0.623013569,-0.10280867,0.210040052,-0.397386891,-0.272674082,6.66678643
0.064575973,1.644388505,-0.381372027,-27.80118015,-0.61526327,-0.107490539,0.210040052,-0.381372027,-0.272674082,5.662851289
0.064575973,1.644388505,-0.3813676,-27.80118015,-0.60363782,-0.139327249,0.210040052,-0.3813676,-0.272674082,5.975905368
0.064575973,1.644388505,-0.381372027,-27.80118015,-0.60751297,-0.121536147,0.210040052,-0.381372027,-0.272674082,5.895983562
0.064575973,1.644388505,-0.278891057,-27.80118015,-0.665640218,0.006747065,0.210040052,-0.278891057,-0.272674082,3.458637849
0.064575973,1.644388505,-0.278873351,-27.80118015,-0.669515368,0.007683439,0.210040052,-0.278873351,-0.272674082,3.389520466
0.064575973,1.644388505,-0.278877777,-27.80118015,-0.654014769,0.002065196,0.210040052,-0.278877777,-0.272674082,3.416973173
0.064575973,1.644388505,-0.278904336,-27.80118015,-0.654014769,0.003937943,0.210040052,-0.278904336,-0.272674082,3.404320467
0.064575973,1.644388505,-0.278882204,-27.80118015,-0.646264469,0.00300157,0.210040052,-0.278882204,-0.272674082,3.543198586
0.064575973,1.644388505,-0.278908762,-27.80118015,-0.646264469,0.014238055,0.210040052,-0.278908762,-0.272674082,3.389520466
0.064575973,1.644388505,-0.33593018,-27.80118015,-0.646264469,0.004874317,0.210040052,-0.33593018,-0.272674082,4.418996931
0.064575973,1.644388505,-0.335939033,-27.80118015,-0.638514169,0.007683439,0.210040052,-0.335939033,-0.272674082,4.372396432
0.064575973,1.644388505,-0.335939033,-27.80118015,-0.665640218,0.016110803,0.210040052,-0.335939033,-0.272674082,4.533899101
0.064575973,1.644388505,-0.335952312,-27.80118015,-0.673390518,0.00300157,0.210040052,-0.335952312,-0.272674082,4.4465527
0.064575973,1.644388505,-0.335939033,-27.80118015,-0.650139619,0.015174429,0.210040052,-0.335939033,-0.272674082,4.512484276
0.064575973,1.644388505,-0.335934606,-27.80118015,-0.654014769,0.015174429,0.210040052,-0.335934606,-0.272674082,4.430091188
0.064575973,1.644388505,-0.408488406,-27.80118015,-0.669515368,-0.083144821,0.210040052,-0.408488406,-0.272674082,6.010834014
-0.186140341,0.881653434,0.221792576,-27.80118015,0.365149657,-0.080335699,-0.282228627,0.221792576,-0.566791465,5.19253679
2.397163897,0.881653434,-0.000813159,-27.80118015,0.384525406,-0.058799102,-0.282228627,-0.000813159,-0.566791465,6.16955071
2.295990102,0.881653434,-0.007629878,-27.80118015,0.415526606,-0.070971961,-0.282228627,-0.007629878,-0.566791465,6.088562374
2.262265503,0.881653434,0.462413928,-27.80118015,0.318647858,-0.064417344,-0.282228627,0.462413928,-0.566791465,2.426511261
2.842328596,0.881653434,0.411377059,-27.80118015,0.450402955,-0.052244485,-0.282228627,0.411377059,-0.566791465,2.250420002
2.228540905,0.881653434,0.212674107,-27.80118015,0.396150856,-0.057862728,-0.282228627,0.212674107,-0.566791465,3.261976191
2.194816306,0.881653434,0.217056284,-27.80118015,0.380650257,-0.056926354,-0.282228627,0.217056284,-0.566791465,3.667172672
2.262265503,0.881653434,0.439617755,-27.80118015,0.376775107,-0.063480971,-0.282228627,0.439617755,-0.566791465,2.544068044
2.363439298,0.881653434,0.216702169,-27.80118015,0.380650257,-0.063480971,-0.282228627,0.216702169,-0.566791465,3.072617477
2.397163897,0.881653434,0.42903856,-27.80118015,0.403901156,-0.071908335,-0.282228627,0.42903856,-0.566791465,2.457881897
0.064575973,0.881653434,0.216436582,-27.80118015,0.384525406,-0.070035587,-0.282228627,0.216436582,-0.566791465,3.580468784
0.064575973,0.881653434,0.314393729,-27.80118015,0.283771509,-0.02883514,-0.306842061,0.314393729,-0.272674082,5.076640444
0.064575973,0.881653434,0.63916173,-27.80118015,0.264395759,-0.06816284,-0.306842061,0.63916173,-0.272674082,4.036349388
-0.014144889,0.881653434,-0.058312632,-27.80118015,0.330273308,-0.055053606,-0.306842061,-0.058312632,-0.272674082,7.023227801
0.272514198,0.881653434,0.136937696,-27.80118015,0.25277031,-0.088763063,-0.306842061,0.136937696,-0.272674082,6.125313697
0.049931848,0.881653434,0.122463233,-27.80118015,0.303147258,-0.08782669,-0.306842061,0.122463233,-0.272674082,6.183122016
0.085679922,0.881653434,0.120250012,-27.80118015,0.310897558,-0.085953942,-0.306842061,0.120250012,-0.272674082,6.137454443
0.481606708,-1.025213905,-2.293222865,-27.80118015,-0.805145615,-0.125281642,-0.306842061,-2.293222865,2.374382369,6.530893502
-0.102503337,0.881653434,0.004985479,-27.80118015,0.357399357,-0.061608223,-0.282228627,0.004985479,-0.566791465,6.269939791
0.064575973,0.881653434,0.205813123,-27.80118015,0.417464181,-0.075185643,-0.282228627,0.205813123,-0.566791465,5.130597482
0.373687993,0.881653434,-0.010330008,-27.80118015,0.425214481,-0.061608223,-0.282228627,-0.010330008,-0.566791465,6.602362589
0.063421687,0.881653434,0.209132954,-27.80118015,0.405838731,-0.066758279,-0.282228627,0.209132954,-0.566791465,5.146648877
0.064575973,0.881653434,0.418680687,-27.80118015,0.42908963,-0.064417344,-0.282228627,0.418680687,-0.566791465,3.508798965
-0.349367397,0.881653434,0.425187556,-27.80118015,0.411651456,-0.060671849,-0.282228627,0.425187556,-0.566791465,4.099507994
-0.431655417,0.881653434,0.237285121,-27.80118015,0.316710283,-0.061608223,-0.282228627,0.237285121,-0.566791465,5.082214311
0.064575973,0.881653434,0.201652268,-27.80118015,0.431027205,-0.064417344,-0.282228627,0.201652268,-0.566791465,4.90676589
3.123591746,0.881653434,-0.000414779,-27.80118015,0.380650257,-0.06816284,-0.282228627,-0.000414779,-0.566791465,3.452399846
2.329040208,0.881653434,0.014812179,-27.80118015,0.314772708,-0.060671849,-0.282228627,0.014812179,-0.566791465,5.94786682
0.064575973,-1.025213905,0.805994305,-27.80118015,8.967982452,10.61305315,8.726288191,0.805994305,-0.272674082,3.121559844
0.064575973,-1.025213905,0.338163719,-27.80118015,9.219867196,10.51941577,8.726288191,0.338163719,-0.272674082,4.439048335
-0.004027509,0.881653434,0.459359683,-27.80118015,0.67516165,-0.062544597,1.982207295,0.459359683,-0.272674082,3.715752717
-0.051241947,0.881653434,0.29584694,-27.80118015,0.334148458,-0.085953942,1.982207295,0.29584694,-0.272674082,3.718418642
-0.014144889,0.881653434,0.662356283,-27.80118015,0.21789396,-0.047562616,1.982207295,0.662356283,-0.272674082,2.825426118
0.064575973,0.881653434,0.896072386,-27.80118015,0.369024807,-0.05598998,-0.282228627,0.896072386,-0.272674082,3.806722503
0.064575973,0.881653434,0.59923523,-27.80118015,0.349649057,-0.032580635,-0.282228627,0.59923523,-0.272674082,4.812030508
0.064575973,0.881653434,0.274157377,-27.80118015,0.400026006,-0.06816284,-0.282228627,0.274157377,-0.272674082,6.289210675
0.064575973,0.881653434,0.865529941,-27.80118015,0.423276906,-0.052244485,-0.282228627,0.865529941,-0.272674082,3.829561056
0.064575973,0.881653434,0.593879235,-27.80118015,0.361274507,-0.064417344,-0.282228627,0.593879235,-0.272674082,4.71293577
0.064575973,0.881653434,0.896072386,-27.80118015,0.369024807,-0.053180859,-0.282228627,0.896072386,-0.272674082,3.866641721
0.064575973,0.881653434,0.60826517,-27.80118015,0.330273308,-0.058799102,-0.282228627,0.60826517,-0.272674082,4.623704027
0.064575973,0.881653434,0.602820647,-27.80118015,0.341898758,-0.042880747,-0.282228627,0.602820647,-0.272674082,4.667518326
0.064575973,0.881653434,0.296466642,-27.80118015,0.334148458,-0.059735475,-0.282228627,0.296466642,-0.272674082,5.980484694
0.306238796,-1.025213905,-2.68031516,-27.80118015,-0.762518966,-0.06816284,-0.306842061,-2.68031516,2.374382369,4.427680816
0.42090243,-1.025213905,-2.68031516,-27.80118015,-0.793520165,-0.085017568,-0.306842061,-2.68031516,2.374382369,3.903089987
0.393922752,-1.025213905,0.431517367,-27.80118015,-0.809020765,-0.051308111,-0.306842061,0.431517367,-0.272674082,6.463868662
0.064575973,0.881653434,0.469009325,-27.80118015,0.6635362,-0.065353718,1.982207295,0.469009325,-0.272674082,3.639884742
0.064575973,0.881653434,0.040441275,-27.80118015,0.632535001,-0.067226466,1.982207295,0.040441275,-0.272674082,5.708003403
0.056676768,0.881653434,-0.586077233,-27.80118015,0.717788299,-0.170227584,1.982207295,-0.586077233,-0.272674082,3.612041745
0.137615804,0.881653434,0.324264693,-27.80118015,0.25664546,-0.088763063,-0.306842061,0.324264693,-0.272674082,5.219985108
0.064575973,0.881653434,0.288056403,-27.80118015,0.357399357,-0.07565383,1.982207295,0.288056403,-0.272674082,4.742976368
0.064575973,0.881653434,0.268624326,-27.80118015,0.415526606,-0.086890316,1.982207295,0.268624326,-0.272674082,4.046729222
0.454627029,0.881653434,0.193773203,-27.80118015,0.66741135,-0.073781082,1.982207295,0.193773203,-0.272674082,5.009535877
0.238789599,0.881653434,0.034509843,-27.80118015,0.65966105,-0.066290092,1.982207295,0.034509843,-0.272674082,5.694871835
0.312983716,0.881653434,0.033713084,-27.80118015,0.6635362,-0.069099213,1.982207295,0.033713084,-0.272674082,5.585661474
0.306238796,0.881653434,0.203334316,-27.80118015,0.632535001,-0.073781082,1.982207295,0.203334316,-0.272674082,4.862012051
0.366943073,0.881653434,0.460643351,-27.80118015,0.686787099,-0.173036706,1.982207295,0.460643351,-0.272674082,3.013679697
0.393922752,0.881653434,0.472240627,-27.80118015,0.6557859,-0.070971961,1.982207295,0.472240627,-0.272674082,3.695394108
0.508586386,0.881653434,0.038803491,-27.80118015,0.6402853,-0.070971961,1.982207295,0.038803491,-0.272674082,5.675683959
0.279259117,0.881653434,0.132334197,-27.80118015,0.268270909,-0.150563734,1.982207295,0.132334197,-0.272674082,4.578192081
0.00271741,0.881653434,0.138088571,-27.80118015,0.24889516,-0.136518127,1.982207295,0.138088571,-0.272674082,5.216297887
-0.031007188,0.881653434,0.018973034,-27.80118015,0.295396959,-0.124345268,1.982207295,0.018973034,-0.272674082,4.4381308
0.252279438,0.881653434,-0.139582095,-27.80118015,0.303147258,-0.133709006,1.982207295,-0.139582095,-0.272674082,6.515931304
0.326473555,0.881653434,0.306913043,-27.80118015,0.303147258,-0.175845827,1.982207295,0.306913043,-0.272674082,3.564429327
0.366943073,0.881653434,0.362332089,-27.80118015,0.155891562,-0.089699437,1.982207295,0.362332089,-0.272674082,3.285557309
0.252279438,0.881653434,0.134813004,-27.80118015,0.260520609,-0.147754613,1.982207295,0.134813004,-0.272674082,4.644014921
0.171340402,0.881653434,-0.141131349,-27.80118015,0.310897558,-0.159927473,1.982207295,-0.141131349,-0.272674082,6.794466087
-0.031007188,0.881653434,0.128970101,-27.80118015,0.279896359,-0.05598998,1.982207295,0.128970101,-0.272674082,4.440216176
0.083656446,0.881653434,0.134857268,-27.80118015,0.260520609,-0.125281642,1.982207295,0.134857268,-0.272674082,4.451709698
-0.105201305,0.881653434,0.122507497,-27.80118015,0.303147258,-0.163672968,1.982207295,0.122507497,-0.272674082,4.57567269
0.064575973,0.881653434,0.359322109,-27.80118015,0.345773907,-0.117790651,-0.282228627,0.359322109,-0.165722306,7.123427785
0.064575973,0.881653434,0.638187913,-27.80118015,0.268270909,-0.066290092,-0.282228627,0.638187913,-0.165722306,4.86266795
0.064575973,0.881653434,0.6286268,-27.80118015,0.287646659,-0.07565383,-0.282228627,0.6286268,-0.165722306,4.916885397
0.064575973,0.881653434,0.619287009,-27.80118015,0.307022408,-0.108426913,-0.282228627,0.619287009,-0.165722306,5.930597074
0.064575973,0.881653434,0.985397972,-27.80118015,0.287646659,-0.085017568,-0.282228627,0.985397972,-0.165722306,4.035029282
0.064575973,0.881653434,0.985397972,-27.80118015,0.287646659,-0.085017568,-0.282228627,0.985397972,-0.165722306,3.94141204
0.064575973,0.881653434,0.973402316,-27.80118015,0.307022408,-0.099063175,-0.282228627,0.973402316,-0.165722306,4.681087398
0.144360724,0.881653434,-2.31433699,-27.80118015,0.384525406,-0.120599773,-0.282228627,-2.31433699,0.235346853,5.464192862
